,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
1727,1727,1727,Galicia,A Coruña, ,15053,Muros,http://www.muros.es,Uhía, , ,Pequeña playa urbana apenas visitada por bañistas.,50,20,Low,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,No,No,No,No,No, , ,,Hospital Clínico Universitario,981950000,57,Sand,-8.9715,42.7896,ES111M053120,Excellent,5.0,ChIJv0waD1YmLw0RMjSq3IL1PO0
1728,1728,1728,Galicia,A Coruña, ,15053,Muros,http://www.muros.es,Parameán, , ,Es la última playa del término municipal de Muros compuesta de arena blanca y grado medio de ocupación.,250,30,Medium,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,No,No,No,No,No, , ,,Hospital Clínico Universitario,981950000,57,Sand,-8.9695,42.7892,ES111M053122,Excellent,4.6,ChIJJWMI7qsnLw0Rh0RZpJ4phNQ
1729,1729,1729,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,El Prado,O Prado, ,En esta playa la zona urbana se presenta a pie de playa. Situada al lado del Puerto de Corrubedo,300,25,Medium,Urban,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,7,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0754,42.5719,ES111M073205,Excellent,,
1730,1730,1730,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Ribeira Grande, , ,Ribeira Grande y Ribeiriña son dos playas urbanas de muy pequeño tamaño al abrigo del espigón del puerto de Corrubedo.,15,10,Medium,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,Yes,Yes,No,No,No,No,Puerto Deportivo de Ribeira, ,7,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0712,42.5742,ES111M073206,Excellent,,
1731,1731,1731,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Ribeiriña, , ,Ribeira Grande y Ribeiriña son dos playas urbanas de muy pequeño tamaño al abrigo del espigón del puerto de Corrubedo.,12,8,Medium,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,Yes,No,No,No,No,No,Puerto Deportivo de Ribeira, ,7,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0685,42.5757,ES111M073206,Excellent,,
1732,1732,1732,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,As Furnas, , ,Playa urbana con bajo grado de ocupación.,300,10,Low,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,7,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0608,42.5777,ES111M073204,Excellent,,
1733,1733,1733,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,A Ladeira,Las Dunas, ,Playa integrada en el Parque Natural del Complejo Dunar de Corrubedo.,1.350,25,Medium,Semi-Urban,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,No,No,No,Yes,No,No,No,No,Puerto Deportivo de Ribeira, ,6,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0515,42.5751,ES111M073204,Excellent,,
1734,1734,1734,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Vilar,O Vilar, ,Playa integrada en el Parque Natural del Complejo Dunar de Corrubedo.,2.900,30,Low,Isolated,No, ,White,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,5,Hospital Comarcal da Barbanza,981835901,8,Sand,-9.0381,42.5641,ES111M073203,Excellent,,
1735,1735,1735,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Lagoa de Vixan,Anguieiro,Anguieira,Playa integrada en el Parque Natural del Complejo Dunar de Corrubedo.,750,40,High,Isolated,No, ,White,Oleaje fuerte,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,,Yes,Yes,Yes,No,No,No,No,Puerto Deportivo de Ribeira, ,5,Hospital Comarcal da Barbanza,981835901,6,Sand,-9.03,42.5444,ES111M073202,Excellent,5.0,ChIJX_ivUoQ3Lw0RMg43eaSccOg
1736,1736,1736,Galicia,A Coruña, ,15073,Ribeira,http://www.riveira.es,Area Basta, , ,"Forma parte de un conjunto de playas: Area Basta, O Couso, Penisqueira, Celeirans y Rego das Cargas, de reducido tamaño y aisladas al sur de Ribeira.",125,50,Low,Isolated,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ribeira, ,5,Hospital Comarcal da Barbanza,981835901,6,Sand,-9.0417,42.5229,ES111M073211,Excellent,4.7,ChIJGVGLksc3Lw0RbfQj0ZoE7fI
1737,1737,1737,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Playa de Leis, , ,"Situada al Norte de la ría de Camariñas, margen izquierdo del río Grande, se encuentra rodeada de vegetación y varios parques de cultivo de bivalvos en su arenal.  Carece totalmente de servicios e infraestructuras.",400,45,Low,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Camariñas,http://cncamarinas.com/,16,Hospital Virxe da Xunqueira,981706010,35,Sand,-9.1513,43.1266,ES111M01631,Excellent,,
1738,1738,1738,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Barreira, , ,La playa dispone de servicio de limpieza. Cuenta con un camping cercano.,200,30,Medium,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Camariñas,http://cncamarinas.com/,17,Hospital Virxe da Xunqueira,981706010,32,Sand,-9.1635,43.1148,ES111M052111,Excellent,,
1739,1739,1739,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,O Lago, , ,Playa de tamaño medio frecuentada por residentes de la zona.,550,80,Medium,Semi-Urban,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,Yes,Yes,No,Yes,No,No,No,No,Club Náutico de Camariñas,http://cncamarinas.com/,18,Hospital Virxe da Xunqueira,981706010,28,Sand,-9.1665,43.105,ES111M052111,Excellent,4.5,ChIJo4csHaPKLg0RvUkvXCpO_ks
1740,1740,1740,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,As Raias, , ,Esta playa presenta un difícil acceso y se encuentra aislada de núcleos urbanos.,65,20,Low,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Camariñas,http://cncamarinas.com/,20,Hospital Virxe da Xunqueira,981706010,25,Sand,-9.1823,43.0924,ES111M052110,Excellent,5.0,ChIJqY9AnsvKLg0RwCItTlycqUU
1741,1741,1741,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,O Coto, , ,Playa aislada con buen estado de conservación del entorno pero con acceso algo dificultoso.,100,35,Low,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Camariñas,http://cncamarinas.com/,20,Hospital Virxe da Xunqueira,981706010,25,Sand,-9.1853,43.0909,ES111M052110,Good,,
1742,1742,1742,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Os Muiños,Aréa Maior, ,"Arena blanca, aguas tranquilas y mucho viento.",500,45,Low,Semi-Urban,No, ,White,Aguas tranquilas / Ventosa,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,Yes,Yes,No,Yes,No,Yes,No,No,Club Náutico de Muxía, ,5,Hospital Virxe da Xunqueira,981706010,23,Sand,-9.1912,43.0891,ES111M052110,Excellent,,
1743,1743,1743,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Loureiro, , ,Loureiro y Barreiros son dos playas contiguas de medio tamaño con características muy similares,100,30,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Muxía, ,5,Hospital Virxe da Xunqueira,981706010,23,Sand,-9.1946,43.0932,ES111M052110,Excellent,,
1744,1744,1744,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Barreiros, , ,Barreiros y Loureiro son dos playas contiguas de medio tamaño con características muy similares.,300,35,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Náutico de Muxía, ,5,Hospital Virxe da Xunqueira,981706010,24,Sand,-9.1966,43.0966,ES111M052110,Excellent,,
1745,1745,1745,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Espiñeirido, , ,Playa de rocas con bajo grado de ocupación.,250,15,Low,Semi-Urban,No, ,White,Oleaje moderado / Ventosa,No,No,Yes,Interurbano,No,,,Yes,,Yes,No,Yes,No,No,No,No,Club Náutico de Muxía, ,1,Hospital Virxe da Xunqueira,981706010,25,Sand / Pebbles / Rock,-9.2085,43.1001,ES111M052114,Excellent,,
1746,1746,1746,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Moreira, , ,"Playa ventosa y con fuerte oleaje, carente de equipamiento para el uso público, situada al lado de Punta Moreira",115,24,Low,Isolated,No, , ,Oleaje fuerte / Ventosa,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Corcubión, ,20,Hospital Virxe da Xunqueira,981706010,18,Pebbles,-9.2624,43.0484,ES111M052112,Excellent,,
1747,1747,1747,Galicia,A Coruña, ,15052,Muxía,http://www.concellomuxia.com,Nemiña, , ,"Es la última playa del término de Muxia, a los pies de un monte del mismo nombre, junto a una piscifactoría.",1.250,100,Low,Isolated,No, ,White,Oleaje fuerte,No,No,Yes,Interurbano,Yes,No,Less than 50 parking places,No,Yes,Yes,No,Yes,No,No,No,Yes,Puerto Deportivo de Corcubión, ,19,Hospital Virxe da Xunqueira,981706010,18,Sand,-9.2636,43.0102,ES111M052112,Excellent,,
1748,1748,1748,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Barquiña, , ,"Esta playa se encuentra en malas condiciones ambientales, tanto el agua como el entorno que la rodea.",500,6,Low,Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Muros a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,20,Hospital Comarcal da Barbanza,981835901,38,Sand / Gravel,-8.8975,42.799,ES111M062156,Excellent,,
1749,1749,1749,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Abruiñeiras, , ,Las playas de esta zona costera se encuentran en condiciones algo deficientes desde el punto de vista medioambiental.,50,5,Low,Semi-Urban,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Muros a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,19,Hospital Comarcal da Barbanza,981835901,36,Sand,-8.8997,42.7921,ES111M062156,Excellent,,
1750,1750,1750,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Testal, , ,"Esta playa es una de las más concurridas de la zona, con más de un kilómetro de longitud.",1.300,10,High,Isolated,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Muros a 2 Km",Yes,No,More than 100 places,No,,Yes,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,10,Hospital Comarcal da Barbanza,981835901,30,Sand,-8.9169,42.7889,ES111M057142,Excellent,3.9,ChIJF0lJMNQgLw0Ria8ceBIO6ms
1751,1751,1751,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Debesa, , ,Playa con carácter semiurbano que presenta una arena blanca y aguas tranquilas para el baño.,110,5,Low,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Riveira a 1 Km",No,,,No,No,No,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,9,Hospital Comarcal da Barbanza,981835901,28,Sand,-8.9268,42.7841,ES111M057142,Excellent,,
1752,1752,1752,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Cabalo,Boa Pequena, ,"Esta playa es muy frecuentada por el turismo de la zona, junto con la playa de Boa, más al sur, colindante con el Concello de Porto do Son.",150,7,High,Semi-Urban,No, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Riveira a 1 Km",Yes,No,Less than 50 parking places,No,,Yes,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,8,Hospital Comarcal da Barbanza,981835901,26,Sand,-8.9297,42.7811,ES111M057142,Excellent,0.0,ChIJUf6Rb9smLw0R1Qh1jz2Ew0E
1753,1753,1753,Galicia,A Coruña, ,15057,Noia,http://www.noia.es,Boa,Boa Grande, ,"Esta playa, junto con la playa de Cabalo, son las más visitadas por el turismo de la zona.",400,10,High,Semi-Urban,Yes, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Noia - Riveira",Yes,No,Less than 50 parking places,No,,Yes,No,No,No,No,No,No,Real Club Náutico Portosín,http://www.rcnportosin.com/index.php/es/,6,Hospital Comarcal da Barbanza,981835901,25,Sand / Gravel,-8.9326,42.7773,ES111M057139,Excellent,4.1,ChIJ_SEi99omLw0RQEPmgP8eR0k
1754,1754,1754,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Canaval, , ,"Playa de poca longitud pero con un arenal que alcanza gran anchura, situada en la ensenada de Canaval. Se caracteriza por sus aguas tranquilas",80,40,Medium,Isolated,No, ,White / Golden,Aguas tranquilas / Oleaje moderado,Yes,No,Yes,Interurbano a 2 Km,No,,,No,No,Yes,No,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,2,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,14,Sand / Rock,-8.3434,43.3913,ES111M058150,Excellent,4.4,ChIJa14QmTV6Lg0RX2D74Qs14VM
1755,1755,1755,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Espiñeiro, , ,Playa con alto grado de ocupación que dispone de los servicios más elementales para el uso del público.,310,40,High,Semi-Urban,No, ,Golden,Aguas tranquilas,No,Yes,Yes,Interurbano a 500m,No,,,Yes,Yes,Yes,No,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,"0,2",Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,"12,5",Sand,-8.343,43.3825,ES111M058150,Excellent,,
1756,1756,1756,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Mera, , ,"Es la playa del núcleo urbano de Mera, muy visitada por residentes de la zona.",520,48,High,Urban,Yes,Complete,Golden,Aguas tranquilas,No,Yes,Yes,Interurbano a 100 m.,Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,0,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,12,Sand / Rock,-8.3388,43.3808,ES111M0582231,Excellent,4.6,ChIJy6L7oVp6Lg0R2VAMiFsefco
1757,1757,1757,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Santa Ana, , ,Playa ubicada junto al núcleo de Mera y al puerto del mismo nombre.,100,34,Low,Urban,Yes, ,Golden,Aguas tranquilas,No,No,Yes,Interurbano a 10 Km,Yes,No,Between 50 and 100 parking places,No,Yes,Yes,Yes,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,0,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,12,Sand / Rock / Gravel,-8.338,43.3767,ES111M0582231,Excellent,,
1758,1758,1758,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Portelo, , ,Esta playa de acceso dificultoso no dispone de ningún servicio playero.,60,27,Low,Isolated,No, ,White / Golden,Aguas tranquilas / Oleaje moderado,No,No,Yes,Interurbano a 400 m.,Yes,,,No,No,No,No,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,1,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,"11,5",Sand,-8.3388,43.3715,ES111M0582231,Excellent,,
1759,1759,1759,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Canide, , ,Aislada playa compuesta de rocas y arena que presenta un bajo grado de ocupación.,95,26,Low,Isolated,No, ,Golden,Aguas tranquilas / Oleaje moderado,No,No,Yes,Interurbano a 500 m.,No,,,No,No,No,No,Yes,No,No,No,No,Portos de Galicia. Puerto de Mera, ,"1,5",Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,12,Sand / Rock,-8.3391,43.3687,ES111M0582231,Excellent,4.3,ChIJ6Z1yn_l6Lg0R2UCo-ayhzxw
1760,1760,1760,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,As Margaritas,Las Margaritas,Camposa,Playa sometida a fuertes variaciones debido a la marea.,120,25,Low,Isolated,No, ,White / Golden,Aguas tranquilas / Oleaje moderado,Yes,No,Yes,Interurbano a 2 Km,No,,,No,No,No,No,No,No,No,No,No,Portos de Galicia. Puerto de Mera, ,3,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,11,Sand / Rock,-8.3464,43.363,ES111M058149,Excellent,,
1761,1761,1761,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Naval, , ,Playa semiurbana de fácil acceso pero que registra un grado de ocupación medio.,180,18,Medium,Semi-Urban,No, ,White / Golden,Aguas tranquilas / Oleaje moderado,No,Yes,Yes,Interurbano a 700 m.,Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Puerto de Santa Cruz (Oleiros), ,"0,2",Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,"7,5",Sand / Gravel,-8.3467,43.3532,ES111M058149,Excellent,,
1762,1762,1762,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Atalaya, , ,"Apenas treinta metros de arena y grava ubicados en Punta do Corbo, frente al castillo de Santa Cruz.",32,17,Low,Isolated,No, ,White / Golden,Aguas tranquilas,Yes,No,Yes,Interurbano a 500 m,Yes,No,Between 50 and 100 parking places,No,No,No,No,Yes,No,No,No,No,Puerto de Santa Cruz (Oleiros), ,300,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,"7,5",Sand / Gravel,-8.3487,43.351000000000006,ES111M058149,Excellent,,
1763,1763,1763,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Santa Cruz, , ,Playa de grava y arena que dispone de los servicios propios de una playa urbana.,280,22,Medium,Urban,Yes, ,Golden,Aguas tranquilas / Oleaje moderado,No,No,Yes,Interurbano a 50 m,Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Puerto de Santa Cruz (Oleiros), ,0,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,7,Sand / Gravel,-8.3481,43.3476,ES111M058149,Excellent,,
1764,1764,1764,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Bastiagueiro Pequeño, , ,Carece de servicios e instalaciones al encontrarse aislada y con acceso dificultoso,200,20,Low,Isolated,No, ,Dark,Oleaje moderado,Yes,No,Yes,Interurbano a 800 m.,No,,,No,No,No,No,No,No,No,No,Yes,Puerto de Santa Cruz (Oleiros), ,2,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,6,Sand / Pebbles / Gravel,-8.356,43.3435,ES111M0582138,Excellent,4.2,ChIJTaJlSCR7Lg0R1GXg5_nEH7A
1765,1765,1765,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Bastiagueiro, , ,Excelente playa con una franja ancha de arena dorada de buena calidad que presenta muy poco desnivel.,580,77,High,Urban,Yes, ,Golden,Aguas tranquilas / Oleaje moderado,No,Yes,Yes,Interurbano a 50 m,Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Puerto de Santa Cruz (Oleiros), ,3,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,5,Sand,-8.3636,43.3413,ES111M0582138,Excellent,,
1766,1766,1766,Galicia,A Coruña, ,15058,Oleiros,http://www.oleiros.org,Santa Cristina, , ,Playa de gran extensión ubicada en la ría do Burgo que le confiere una forma muy característica.,1.520,80,High,Urban,Yes, ,Golden,Aguas tranquilas,No,Yes,Yes,Urbano,Yes,No,More than 100 places,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Puerto Deportivo de A Coruña,http://www.marinarealcoruna.com/,3,Complejo Hospitalario Universitario de A Coruña (CHUAC),981178000,3,Sand / Rock,-8.3793,43.3397,ES111M058143,Excellent,,
1767,1767,1767,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,O Picón, , ,"Playa con gran desnivel y acceso a través de unas escaleras construidas por el Ministerio de Agricultura, Alimentación y  Medio Ambiente.",500,25,Low,Semi-Urban,No, ,Golden,Oleaje fuerte / Ventosa,No,No,Yes,"Interurbano, Ferrol - Vivero a 3,5 Km",Yes,,,No,Yes,Yes,No,No,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,14,Hospital Arquitecto Marcide,981334000,65,Sand / Rock,-7.7443,43.7445,ES111M044100,Excellent,,
1768,1768,1768,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,Bimbieiro,Arxúa,Mazorgán,"En esta playa desemboca un pequeño riachuelo que hace variar su conformación. A continuación de la playa de Bimbieiro, al norte de la misma se encuentra una cala de piedras que se denomina Arxúa por los lugareños de la zona.",140,45,Medium,Semi-Urban,No, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Ferrol - Vivero a 3 Km",No,,,Yes,Yes,Yes,No,Yes,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,7,Hospital Arquitecto Marcide,981334000,60,Sand / Pebbles / Rock,-7.7946,43.7257,ES111M061155,Excellent,,
1769,1769,1769,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,Eirón, , ,Playa separada de las playas de Bimbieiro y San Antonio por dos salientes rocosos. El acceso se realiza a pie por ambas playas.,400,20,Low,Isolated,No, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Ferrol - Vivero a 3 Km",No,,,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,7,Hospital Arquitecto Marcide,981334000,60,Sand,-7.7969,43.7229,ES111M061155,Not classified,,
1770,1770,1770,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,San Antonio de Espasante, , ,"Esta playa dispone de un acceso peatonal y un mirador construidos por el Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente.",450,30,Medium,Urban,No, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Ferrol - Vivero a 1 Km",Yes,No,Less than 50 parking places,Yes,No,Yes,No,Yes,No,No,No,Yes,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,6,Hospital Arquitecto Marcide,981334000,55,Sand,-7.8025,43.7216,ES111M061154,Excellent,4.5,ChIJ78NsrDH2LQ0RaMnKKGPPs-c
1771,1771,1771,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,Orbeiro,Santa Cristina, ,"Desde la misma playa se accede, mediante unas escaleras, a unas termas romanas existentes en las inmediaciones.",40,10,Low,Isolated,No, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Ferrol - Vivero a 1,5 Km",Yes,No,Less than 50 parking places,No,No,No,No,No,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,6,Hospital Arquitecto Marcide,981334000,55,Sand / Gravel,-7.8127,43.7229,ES111M061153,Excellent,,
1772,1772,1772,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,A Concha, , ,"Playa situada en el casco urbano de Espasante, con el puerto en la misma playa.",750,30,Medium,Urban,Yes, ,Golden,Oleaje moderado,No,No,Yes,"Interurbano, Ferrol - Vivero a 1,5 Km",Yes,No,Less than 50 parking places,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,6,Hospital Arquitecto Marcide,981334000,55,Sand / Rock / Gravel,-7.8089,43.721000000000004,ES111M061153,Excellent,,
1773,1773,1773,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,Calas de Ladrido,Vidueiros, ,Esta playa presenta escasez de arena y prácticamente solo la utilizan los vecinos del lugar. Cubierta por el agua con marea llena. Tiene un pequeño acceso al final de una carretera que baja desde el pueblo de Ladrido a la costa.,20,10,Low,Isolated,No, ,Golden,Aguas tranquilas,No,No,Yes,"Interurbano, Ferrol - Vivero a 2 Km",No,,,No,No,No,No,Yes,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,6,Hospital Arquitecto Marcide,981334000,55,Sand / Rock,-7.8256,43.7023,ES111M061152,Excellent,,
1774,1774,1774,Galicia,A Coruña, ,15061,Ortigueira,http://www.concellodeortigueira.com,Morouzos,Cabalar,San Martiño,Playa en la que normalmente solo se utiliza el tercio central y que dispone de una gran extensión dunar con un pinar dotado con un área recreativa.,2.800,110,Medium,Isolated,Yes,Complete,Dark,Oleaje moderado / Ventosa,No,No,Yes,"Interurbano, Ferrol - Vivero a 3 Km",Yes,No,More than 100 places,Yes,Yes,Yes,No,Yes,No,No,No,No,Puerto Deportivo de Ortigueira,http://www.turismo.gal/ficha-recurso?cod_rec=28393,4,Hospital Arquitecto Marcide,981334000,50,Sand,-7.8433,43.7029,ES111M061152,Excellent,4.6,ChIJpVI6eBr3LQ0Re_PKL0vmpE4
1775,1775,1775,Galicia,A Coruña, ,15062,Outes,http://www.outes.es,Siavo, , ,Playa de tamaño medio formada por arena y rocas que presenta un bajo grado de ocupación.,240,8,Low,Isolated,Yes, ,White,Aguas tranquilas,No,No,Yes,Interurbano,No,,,No,Yes,Yes,No,Yes,Yes,No,No,No, , ,,Hospital Clínico Universitario,981950000,52,Sand / Rock,-8.9407,42.8018,ES111M062156,Sufficient,,
1776,1776,1776,Galicia,A Coruña, ,15062,Outes,http://www.outes.es,Broña, , ,"Situada en Punta Broña, de donde toma su nombre, con acondicionamientos de reciente construcción.",475,20,High,Semi-Urban,Yes, ,White,Aguas tranquilas,No,No,Yes,Interurbano,Yes,No,Between 50 and 100 parking places,No,Yes,Yes,No,Yes,Yes,No,No,No, , ,,Hospital Clínico Universitario,981950000,50,Sand / Rock,-8.9289,42.8016,ES111M062156,Excellent,4.3,ChIJW1suHzQnLw0R9TiG8dcADoQ
